ID seqnames start end width strand source gene_id gene_type gene_name level hgnc_id havana_gene tag start_v38 end_v38 width_v38 gene_id_v38 gene_type_v38 gene_name_v38 level_v38 hgnc_id_v38 havana_gene_v38 tag_v38
2561092 MED11 chr17 4731428 4733608 2181 + HAVANA ENSG00000161920.11 protein_coding MED11 1 HGNC:32687 OTTHUMG00000177896.5 NA NA NA NA NA NA NA NA NA NA NA
1421930 STMN2 chr8 79611117 79666158 55042 + HAVANA ENSG00000104435.14 protein_coding STMN2 1 HGNC:10577 OTTHUMG00000164610.3 NA NA NA NA NA NA NA NA NA NA NA
225768 FMO3 chr1 171090901 171117819 26919 + HAVANA ENSG00000007933.13 protein_coding FMO3 2 HGNC:3771 OTTHUMG00000035505.5 ncRNA_host NA NA NA NA NA NA NA NA NA NA
1380672 CDCA2 chr8 25459199 25507911 48713 + HAVANA ENSG00000184661.14 protein_coding CDCA2 1 HGNC:14623 OTTHUMG00000099429.7 NA NA NA NA NA NA NA NA NA NA NA
1455490 TRIB1 chr8 125430358 125438403 8046 + HAVANA ENSG00000173334.4 protein_coding TRIB1 1 HGNC:16891 OTTHUMG00000165007.2 NA NA NA NA NA NA NA NA NA NA NA
3214107 FOXO4 chrX 71095851 71103532 7682 + HAVANA ENSG00000184481.17 protein_coding FOXO4 2 HGNC:7139 OTTHUMG00000021789.3 NA NA NA NA NA NA NA NA NA NA NA
636032 CACNA1D chr3 53328963 53813733 484771 + HAVANA ENSG00000157388.20 protein_coding CACNA1D 1 HGNC:1391 OTTHUMG00000158278.13 NA NA NA NA NA NA NA NA NA NA NA
115255 LEPR chr1 65420652 65641559 220908 + HAVANA ENSG00000116678.20 protein_coding LEPR 2 HGNC:6554 OTTHUMG00000009115.1 overlapping_locus NA NA NA NA NA NA NA NA NA NA
3210130 ZC4H2 chrX 64915802 65034713 118912 - HAVANA ENSG00000126970.16 protein_coding ZC4H2 2 HGNC:24931 OTTHUMG00000021712.2 NA NA NA NA NA NA NA NA NA NA NA
2125361 SPART chr13 36301638 36370180 68543 - HAVANA ENSG00000133104.14 protein_coding SPART 2 HGNC:18514 OTTHUMG00000016730.7 NA NA NA NA NA NA NA NA NA NA NA
1434507 CPQ chr8 96645242 97149654 504413 + HAVANA ENSG00000104324.16 protein_coding CPQ 1 HGNC:16910 OTTHUMG00000164690.5 overlapping_locus NA NA NA NA NA NA NA NA NA NA
1924291 ZBTB44 chr11 130226677 130314917 88241 - HAVANA ENSG00000196323.14 protein_coding ZBTB44 1 HGNC:25001 OTTHUMG00000165769.5 overlapping_locus NA NA NA NA NA NA NA NA NA NA
878942 TMEM154 chr4 152618628 152680012 61385 - HAVANA ENSG00000170006.12 protein_coding TMEM154 2 HGNC:26489 OTTHUMG00000161463.2 NA NA NA NA NA NA NA NA NA NA NA
1428108 LRRC69 chr8 91101832 91219236 117405 + HAVANA ENSG00000214954.8 protein_coding LRRC69 1 HGNC:34303 OTTHUMG00000164023.6 overlapping_locus NA NA NA NA NA NA NA NA NA NA
2412947 GFER chr16 1984193 1987749 3557 + HAVANA ENSG00000127554.13 protein_coding GFER 2 HGNC:4236 OTTHUMG00000176896.2 NA NA NA NA NA NA NA NA NA NA NA
1821256 LGALS12 chr11 63506052 63516774 10723 + HAVANA ENSG00000133317.16 protein_coding LGALS12 2 HGNC:15788 OTTHUMG00000167807.3 NA NA NA NA NA NA NA NA NA NA NA
1009801 SCGB3A2 chr5 147870682 147882191 11510 + HAVANA ENSG00000164265.9 protein_coding SCGB3A2 2 HGNC:18391 OTTHUMG00000129729.3 NA NA NA NA NA NA NA NA NA NA NA
285059 SPRTN chr1 231337104 231355023 17920 + HAVANA ENSG00000010072.16 protein_coding SPRTN 2 HGNC:25356 OTTHUMG00000038022.3 NA NA NA NA NA NA NA NA NA NA NA
1088747 RPS18 chr6 33272075 33276511 4437 + HAVANA ENSG00000231500.7 protein_coding RPS18 2 HGNC:10401 OTTHUMG00000031053.4 NA NA NA NA NA NA NA NA NA NA NA
1202631 DLL1 chr6 170282206 170306565 24360 - HAVANA ENSG00000198719.9 protein_coding DLL1 2 HGNC:2908 OTTHUMG00000016078.4 NA NA NA NA NA NA NA NA NA NA NA
320162 MFSD2B chr2 24010081 24063321 53241 + HAVANA ENSG00000205639.12 protein_coding MFSD2B 2 HGNC:37207 OTTHUMG00000090819.4 overlapping_locus NA NA NA NA NA NA NA NA NA NA
4676 CCNL2 chr1 1385711 1399335 13625 - HAVANA ENSG00000221978.13 protein_coding CCNL2 2 HGNC:20570 OTTHUMG00000002917.7 NA NA NA NA ENSG00000221978.12 NA NA NA NA NA NA
1835512 SF3B2 chr11 66050729 66069308 18580 + HAVANA ENSG00000087365.16 protein_coding SF3B2 1 HGNC:10769 OTTHUMG00000166751.5 NA NA NA NA NA NA NA NA NA NA NA
1813191 LRRC10B chr11 61508749 61511018 2270 + HAVANA ENSG00000204950.4 protein_coding LRRC10B 2 HGNC:37215 OTTHUMG00000168178.2 retrogene NA NA NA NA NA NA NA NA NA NA
1404907 ATP6V1H chr8 53715543 53843558 128016 - HAVANA ENSG00000047249.18 protein_coding ATP6V1H 1 HGNC:18303 OTTHUMG00000164231.8 NA NA NA NA NA NA NA NA NA NA NA
3115408 XBP1 chr22 28794555 28800597 6043 - HAVANA ENSG00000100219.17 protein_coding XBP1 1 HGNC:12801 OTTHUMG00000151094.3 NA NA NA NA ENSG00000100219.16 NA NA NA NA NA NA
290587 LYST chr1 235661041 235883640 222600 - HAVANA ENSG00000143669.15 protein_coding LYST 1 HGNC:1968 OTTHUMG00000040527.12 ncRNA_host NA NA NA ENSG00000143669.14 NA NA NA NA NA NA
29618 AGMAT chr1 15571699 15585051 13353 - HAVANA ENSG00000116771.6 protein_coding AGMAT 2 HGNC:18407 OTTHUMG00000002357.2 NA NA NA NA NA NA NA NA NA NA NA
1455062 SQLE chr8 124998497 125022283 23787 + HAVANA ENSG00000104549.12 protein_coding SQLE 2 HGNC:11279 OTTHUMG00000164990.3 NA NA NA NA NA NA NA NA NA NA NA
1181014 UTRN chr6 144285335 144853034 567700 + HAVANA ENSG00000152818.19 protein_coding UTRN 2 HGNC:12635 OTTHUMG00000015746.6 overlapping_locus 144285701 NA 567334 ENSG00000152818.18 NA NA NA NA NA NA
1237590 STK17A chr7 43582758 43650713 67956 + HAVANA ENSG00000164543.7 protein_coding STK17A 2 HGNC:11395 OTTHUMG00000022825.6 NA NA NA NA NA NA NA NA NA NA NA
2375992 MTHFS chr15 79833585 79897379 63795 - HAVANA ENSG00000136371.11 protein_coding MTHFS 1 HGNC:7437 OTTHUMG00000144174.4 overlapping_locus NA NA NA NA NA NA NA NA NA NA
2237137 RPS6KL1 chr14 74903951 74923302 19352 - HAVANA ENSG00000198208.12 protein_coding RPS6KL1 1 HGNC:20222 OTTHUMG00000171484.7 NA NA NA NA NA NA NA NA NA NA NA
2213606 PSMA3 chr14 58244843 58272012 27170 + HAVANA ENSG00000100567.13 protein_coding PSMA3 2 HGNC:9532 OTTHUMG00000140319.8 overlapping_locus NA NA NA NA NA NA NA NA NA NA
270793 MARK1 chr1 220528136 220664461 136326 + HAVANA ENSG00000116141.17 protein_coding MARK1 2 HGNC:6896 OTTHUMG00000037351.2 overlapping_locus NA NA NA NA NA NA NA NA NA NA
387994 POLE4 chr2 74958643 74970128 11486 + HAVANA ENSG00000115350.12 protein_coding POLE4 2 HGNC:18755 OTTHUMG00000129971.3 NA NA NA NA NA NA NA NA NA NA NA
1085589 GPSM3 chr6 32190766 32195523 4758 - HAVANA ENSG00000213654.10 protein_coding GPSM3 2 HGNC:13945 OTTHUMG00000031244.4 overlapping_locus NA NA NA NA NA NA NA NA NA NA
3170957 FANCB chrX 14690388 14873255 182868 - HAVANA ENSG00000181544.16 protein_coding FANCB 2 HGNC:3583 OTTHUMG00000021168.6 overlapping_locus 14835961 14873069 37109 ENSG00000181544.15 NA NA NA NA NA NA
1288465 GJC3 chr7 99923266 99929620 6355 - HAVANA ENSG00000176402.6 protein_coding GJC3 2 HGNC:17495 OTTHUMG00000156649.2 NA NA NA NA NA NA NA NA NA NA NA
1435460 NIPAL2 chr8 98189826 98294393 104568 - HAVANA ENSG00000104361.10 protein_coding NIPAL2 2 HGNC:25854 OTTHUMG00000164668.3 ncRNA_host NA NA NA NA NA NA NA NA NA NA
1904619 MPZL3 chr11 118226690 118252365 25676 - HAVANA ENSG00000160588.10 protein_coding MPZL3 1 HGNC:27279 OTTHUMG00000166966.3 NA NA NA NA NA NA NA NA NA NA NA
2555170 MNT chr17 2384073 2401104 17032 - HAVANA ENSG00000070444.15 protein_coding MNT 1 HGNC:7188 OTTHUMG00000090603.8 NA NA NA NA NA NA NA NA NA NA NA
2562949 CAMTA2 chr17 4967992 4987675 19684 - HAVANA ENSG00000108509.21 protein_coding CAMTA2 1 HGNC:18807 OTTHUMG00000099417.6 ncRNA_host NA NA NA NA NA NA NA NA NA NA
2647862 TMUB2 chr17 44186970 44191929 4960 + HAVANA ENSG00000168591.16 protein_coding TMUB2 1 HGNC:28459 OTTHUMG00000181811.2 NA NA NA NA NA NA NA NA NA NA NA
3236327 VSIG1 chrX 108044970 108079184 34215 + HAVANA ENSG00000101842.14 protein_coding VSIG1 2 HGNC:28675 OTTHUMG00000022175.3 NA NA NA NA NA NA NA NA NA NA NA
230062 GPR52 chr1 174447964 174449545 1582 + HAVANA ENSG00000203737.5 protein_coding GPR52 2 HGNC:4508 OTTHUMG00000034901.3 overlapping_locus NA NA NA NA NA NA NA NA NA NA
149367 WDR47 chr1 108970214 109042113 71900 - HAVANA ENSG00000085433.17 protein_coding WDR47 1 HGNC:29141 OTTHUMG00000011734.4 overlapping_locus NA NA NA ENSG00000085433.16 NA NA NA NA NA NA
704350 MSL2 chr3 136148917 136197241 48325 - HAVANA ENSG00000174579.4 protein_coding MSL2 2 HGNC:25544 OTTHUMG00000159793.4 NA NA NA NA NA NA NA NA NA NA NA
974386 ATG12 chr5 115828200 115841837 13638 - HAVANA ENSG00000145782.13 protein_coding ATG12 2 HGNC:588 OTTHUMG00000128889.4 NA NA NA NA NA NA NA NA NA NA NA
1709490 HABP2 chr10 113550837 113589602 38766 + HAVANA ENSG00000148702.15 protein_coding HABP2 2 HGNC:4798 OTTHUMG00000019073.2 NA NA NA NA NA NA NA NA NA NA NA
1049646 MYLK4 chr6 2663629 2750922 87294 - HAVANA ENSG00000145949.11 protein_coding MYLK4 2 HGNC:27972 OTTHUMG00000014121.5 NA NA NA NA NA NA NA NA NA NA NA
3223291 UPRT chrX 75156388 75304885 148498 + HAVANA ENSG00000094841.14 protein_coding UPRT 2 HGNC:28334 OTTHUMG00000021864.9 ncRNA_host NA NA NA NA NA NA NA NA NA NA
1859829 POLD3 chr11 74493851 74669117 175267 + HAVANA ENSG00000077514.9 protein_coding POLD3 1 HGNC:20932 OTTHUMG00000165621.4 overlapping_locus NA NA NA NA NA NA NA NA NA NA
973550 YTHDC2 chr5 113513694 113595285 81592 + HAVANA ENSG00000047188.16 protein_coding YTHDC2 1 HGNC:24721 OTTHUMG00000128837.7 NA NA NA NA NA NA NA NA NA NA NA
245529 KIF14 chr1 200551497 200620751 69255 - HAVANA ENSG00000118193.12 protein_coding KIF14 2 HGNC:19181 OTTHUMG00000035723.2 NA NA NA NA NA NA NA NA NA NA NA
625485 NAA80 chr3 50296402 50299416 3015 - HAVANA ENSG00000243477.6 protein_coding NAA80 2 HGNC:30252 OTTHUMG00000156939.2 overlapping_locus NA NA NA NA NA NA NA NA NA NA
36407 PLA2G2A chr1 19975431 19980416 4986 - HAVANA ENSG00000188257.12 protein_coding PLA2G2A 2 HGNC:9031 OTTHUMG00000002699.4 NA NA NA NA NA NA NA NA NA NA NA
166248 HMGCS2 chr1 119748002 119768905 20904 - HAVANA ENSG00000134240.12 protein_coding HMGCS2 2 HGNC:5008 OTTHUMG00000012101.4 NA NA NA NA NA NA NA NA NA NA NA
15275 ICMT chr1 6221193 6235972 14780 - HAVANA ENSG00000116237.16 protein_coding ICMT 2 HGNC:5350 OTTHUMG00000001254.3 NA NA NA NA NA NA NA NA NA NA NA
1364598 SLC35G5 chr8 11331012 11332360 1349 + HAVANA ENSG00000177710.6 protein_coding SLC35G5 2 HGNC:15546 OTTHUMG00000090653.2 retrogene NA NA NA NA NA NA NA NA NA NA
905094 TERT chr5 1253147 1295068 41922 - HAVANA ENSG00000164362.21 protein_coding TERT 2 HGNC:11730 OTTHUMG00000090357.9 NA NA NA NA NA NA NA NA NA NA NA
2061173 UTP20 chr12 101280105 101386618 106514 + HAVANA ENSG00000120800.5 protein_coding UTP20 2 HGNC:17897 OTTHUMG00000170270.2 NA NA NA NA NA NA NA NA NA NA NA
1666459 KCNMA1 chr10 76869601 77638369 768769 - HAVANA ENSG00000156113.24 protein_coding KCNMA1 1 HGNC:6284 OTTHUMG00000018543.33 overlapping_locus NA NA NA NA NA NA NA NA NA NA
2451611 METTL9 chr16 21597218 21657471 60254 + HAVANA ENSG00000197006.15 protein_coding METTL9 1 HGNC:24586 OTTHUMG00000131584.4 overlapping_locus NA 21657473 60256 ENSG00000197006.14 NA NA NA NA NA NA
2024620 ARHGAP9 chr12 57472264 57488814 16551 - HAVANA ENSG00000123329.20 protein_coding ARHGAP9 1 HGNC:14130 OTTHUMG00000150147.8 NA NA NA NA NA NA NA NA NA NA NA
567909 ATP2B2 chr3 10324023 10708007 383985 - HAVANA ENSG00000157087.20 protein_coding ATP2B2 2 HGNC:815 OTTHUMG00000128679.20 ncRNA_host NA NA NA NA NA NA NA NA NA NA
2820436 DENND1C chr19 6467207 6482557 15351 - HAVANA ENSG00000205744.10 protein_coding DENND1C 2 HGNC:26225 OTTHUMG00000180853.5 NA NA NA NA NA NA NA NA NA NA NA
1997849 SLC11A2 chr12 50979401 51028566 49166 - HAVANA ENSG00000110911.17 protein_coding SLC11A2 1 HGNC:10908 OTTHUMG00000169493.10 ncRNA_host NA NA NA NA NA NA NA NA NA NA
1957567 PLBD1 chr12 14503661 14567883 64223 - HAVANA ENSG00000121316.11 protein_coding PLBD1 1 HGNC:26215 OTTHUMG00000168821.5 ncRNA_host NA NA NA NA NA NA NA NA NA NA
2036867 MDM2 chr12 68808177 68845544 37368 + HAVANA ENSG00000135679.27 protein_coding MDM2 1 HGNC:6973 OTTHUMG00000142827.14 overlapping_locus NA NA NA ENSG00000135679.26 NA NA NA NA NA NA
150835 CYB561D1 chr1 109494052 109502932 8881 + HAVANA ENSG00000174151.15 protein_coding CYB561D1 1 HGNC:26804 OTTHUMG00000011051.6 NA NA NA NA NA NA NA NA NA NA NA
1164799 C6orf58 chr6 127519455 127591820 72366 + HAVANA ENSG00000184530.9 protein_coding C6orf58 2 HGNC:20960 OTTHUMG00000015530.2 NA NA NA NA NA NA NA NA NA NA NA
1860196 XRRA1 chr11 74807739 74949200 141462 - HAVANA ENSG00000166435.16 protein_coding XRRA1 1 HGNC:18868 OTTHUMG00000165515.3 overlapping_locus NA NA NA NA NA NA NA NA NA NA
2835768 KRI1 chr19 10553085 10566031 12947 - HAVANA ENSG00000129347.21 protein_coding KRI1 2 HGNC:25769 OTTHUMG00000150343.9 NA NA NA NA NA NA NA NA NA NA NA
2710798 TRIM47 chr17 75874164 75878581 4418 - HAVANA ENSG00000132481.7 protein_coding TRIM47 2 HGNC:19020 OTTHUMG00000179916.4 NA NA NA NA NA NA NA NA NA NA NA
71440 NDUFS5 chr1 39026318 39034636 8319 + HAVANA ENSG00000168653.11 protein_coding NDUFS5 2 HGNC:7712 OTTHUMG00000007497.2 NA NA NA NA NA NA NA NA NA NA NA
800479 CORIN chr4 47593999 47838106 244108 - HAVANA ENSG00000145244.12 protein_coding CORIN 1 HGNC:19012 OTTHUMG00000099441.4 NA NA NA NA NA NA NA NA NA NA NA
431634 CFC1 chr2 130592165 130599575 7411 - HAVANA ENSG00000136698.10 protein_coding CFC1 2 HGNC:18292 OTTHUMG00000131628.3 NA NA NA NA NA NA NA NA NA NA NA
3144460 TEF chr22 41367333 41399326 31994 + HAVANA ENSG00000167074.15 protein_coding TEF 1 HGNC:11722 OTTHUMG00000150968.3 NA NA NA NA NA NA NA NA NA NA NA
587728 STT3B chr3 31532638 31637616 104979 + HAVANA ENSG00000163527.10 protein_coding STT3B 2 HGNC:30611 OTTHUMG00000130673.5 NA NA NA NA NA NA NA NA NA NA NA
196357 CLK2 chr1 155262868 155278491 15624 - HAVANA ENSG00000176444.19 protein_coding CLK2 2 HGNC:2069 OTTHUMG00000035873.3 NA NA NA NA NA NA NA NA NA NA NA
2930979 DMWD chr19 45782947 45792845 9899 - HAVANA ENSG00000185800.12 protein_coding DMWD 1 HGNC:2936 OTTHUMG00000169044.4 overlapping_locus NA NA NA NA NA NA NA NA NA NA
652826 ZNF717 chr3 75678660 75785583 106924 - HAVANA ENSG00000227124.11 protein_coding ZNF717 2 HGNC:29448 OTTHUMG00000158965.9 NA NA NA NA NA NA NA NA NA NA NA
2186818 CBLN3 chr14 24426545 24430954 4410 - HAVANA ENSG00000139899.11 protein_coding CBLN3 1 HGNC:20146 OTTHUMG00000171315.2 NA NA NA NA NA NA NA NA NA NA NA
1616845 RSU1 chr10 16590611 16817463 226853 - HAVANA ENSG00000148484.18 protein_coding RSU1 2 HGNC:10464 OTTHUMG00000017740.5 overlapping_locus NA NA NA NA NA NA NA NA NA NA
2228767 SRSF5 chr14 69726900 69772005 45106 + HAVANA ENSG00000100650.16 protein_coding SRSF5 1 HGNC:10787 OTTHUMG00000171235.6 NA NA NA NA NA NA NA NA NA NA NA
801469 SLAIN2 chr4 48341529 48426201 84673 + HAVANA ENSG00000109171.15 protein_coding SLAIN2 2 HGNC:29282 OTTHUMG00000161701.9 NA NA NA NA NA NA NA NA NA NA NA
982548 FBN2 chr5 128257909 128659185 401277 - HAVANA ENSG00000138829.12 protein_coding FBN2 1 HGNC:3604 OTTHUMG00000163082.4 ncRNA_host NA NA NA NA NA NA NA NA NA NA
2717783 AFMID chr17 78187358 78207702 20345 + HAVANA ENSG00000183077.16 protein_coding AFMID 1 HGNC:20910 OTTHUMG00000153957.4 NA 78187317 78207701 20385 ENSG00000183077.15 NA NA NA NA NA NA
428832 SFT2D3 chr2 127701497 127705242 3746 + HAVANA ENSG00000173349.6 protein_coding SFT2D3 2 HGNC:28767 OTTHUMG00000131532.2 NA NA NA NA NA NA NA NA NA NA NA
1367994 TRMT9B chr8 12945642 13031503 85862 + HAVANA ENSG00000250305.9 protein_coding TRMT9B 1 HGNC:26725 OTTHUMG00000165477.5 overlapping_locus NA NA NA NA NA NA NA NA NA NA
1296592 EPHB4 chr7 100802565 100827523 24959 - HAVANA ENSG00000196411.10 protein_coding EPHB4 2 HGNC:3395 OTTHUMG00000157040.2 ncRNA_host NA NA NA NA NA NA NA NA NA NA
1325291 KCP chr7 128862042 128910719 48678 - HAVANA ENSG00000135253.16 protein_coding KCP 2 HGNC:17585 OTTHUMG00000158363.7 overlapping_locus NA NA NA ENSG00000135253.15 NA NA NA NA NA NA
1038311 PDLIM7 chr5 177483394 177497606 14213 - HAVANA ENSG00000196923.14 protein_coding PDLIM7 2 HGNC:22958 OTTHUMG00000130853.11 NA NA NA NA NA NA NA NA NA NA NA
919016 CAPSL chr5 35904288 35938779 34492 - HAVANA ENSG00000152611.12 protein_coding CAPSL 2 HGNC:28375 OTTHUMG00000131109.6 NA NA NA NA NA NA NA NA NA NA NA
1599298 ANAPC2 chr9 137174784 137188560 13777 - HAVANA ENSG00000176248.9 protein_coding ANAPC2 2 HGNC:19989 OTTHUMG00000020983.3 NA NA NA NA NA NA NA NA NA NA NA
2977685 C20orf96 chr20 270863 290778 19916 - HAVANA ENSG00000196476.12 protein_coding C20orf96 2 HGNC:16227 OTTHUMG00000031626.4 NA NA NA NA NA NA NA NA NA NA NA
462379 MYO3B chr2 170178145 170655171 477027 + HAVANA ENSG00000071909.19 protein_coding MYO3B 2 HGNC:15576 OTTHUMG00000154002.7 NA NA NA NA NA NA NA NA NA NA NA
2792278 CBLN2 chr18 72536680 72638521 101842 - HAVANA ENSG00000141668.10 protein_coding CBLN2 1 HGNC:1544 OTTHUMG00000132825.3 NA NA NA NA NA NA NA NA NA NA NA
420252 CKAP2L chr2 112736349 112764664 28316 - HAVANA ENSG00000169607.13 protein_coding CKAP2L 2 HGNC:26877 OTTHUMG00000131313.3 NA NA NA NA NA NA NA NA NA NA NA
1977111 ALG10B chr12 38316762 38329721 12960 + HAVANA ENSG00000175548.9 protein_coding ALG10B 2 HGNC:31088 OTTHUMG00000169298.6 NA NA NA NA NA NA NA NA NA NA NA
924336 C7 chr5 40909492 40984643 75152 + HAVANA ENSG00000112936.20 protein_coding C7 1 HGNC:1346 OTTHUMG00000150340.4 NA 40909497 NA 75147 ENSG00000112936.19 NA NA NA NA NA NA
17790 CAMTA1 chr1 6785454 7769706 984253 + HAVANA ENSG00000171735.19 protein_coding CAMTA1 1 HGNC:18806 OTTHUMG00000001212.7 overlapping_locus NA NA NA NA NA NA NA NA NA NA
3027919 PABPC1L chr20 44910060 44959035 48976 + HAVANA ENSG00000101104.13 protein_coding PABPC1L 2 HGNC:15797 OTTHUMG00000032553.12 NA NA NA NA NA NA NA NA NA NA NA
2893550 KIRREL2 chr19 35855861 35867136 11276 + HAVANA ENSG00000126259.20 protein_coding KIRREL2 2 HGNC:18816 OTTHUMG00000180691.7 NA NA NA NA NA NA NA NA NA NA NA
974251 TICAM2 chr5 115578496 115602479 23984 - HAVANA ENSG00000243414.6 protein_coding TICAM2 1 HGNC:21354 OTTHUMG00000162905.2 overlapping_locus NA NA NA NA NA NA NA NA NA NA
1380817 EBF2 chr8 25841725 26045413 203689 - HAVANA ENSG00000221818.9 protein_coding EBF2 2 HGNC:19090 OTTHUMG00000163838.3 NA NA NA NA NA NA NA NA NA NA NA
1816778 INTS5 chr11 62646848 62653302 6455 - HAVANA ENSG00000185085.2 protein_coding INTS5 2 HGNC:29352 OTTHUMG00000167605.1 overlapping_locus NA NA NA NA NA NA NA NA NA NA
77049 NFYC chr1 40691648 40771603 79956 + HAVANA ENSG00000066136.21 protein_coding NFYC 1 HGNC:7806 OTTHUMG00000007729.5 ncRNA_host NA NA NA ENSG00000066136.20 NA NA NA NA NA NA
1149686 PRDM1 chr6 105993463 106109939 116477 + HAVANA ENSG00000057657.17 protein_coding PRDM1 1 HGNC:9346 OTTHUMG00000015299.8 overlapping_locus NA NA NA NA NA NA NA NA NA NA
2504858 FHOD1 chr16 67229387 67247481 18095 - HAVANA ENSG00000135723.14 protein_coding FHOD1 2 HGNC:17905 OTTHUMG00000137521.5 NA NA NA NA NA NA NA NA NA NA NA
1239929 YKT6 chr7 44200959 44214294 13336 + HAVANA ENSG00000106636.9 protein_coding YKT6 1 HGNC:16959 OTTHUMG00000129089.4 NA NA NA NA NA NA NA NA NA NA NA
3172573 CLTRN chrX 15627318 15675012 47695 - HAVANA ENSG00000147003.7 protein_coding CLTRN 2 HGNC:29437 OTTHUMG00000021181.4 overlapping_locus NA NA NA NA NA NA NA NA NA NA
543584 ERFE chr2 238158970 238168900 9931 + HAVANA ENSG00000178752.16 protein_coding ERFE 1 HGNC:26727 OTTHUMG00000152901.4 NA NA NA NA NA NA NA NA NA NA NA
2996220 KAT14 chr20 18137228 18188387 51160 + HAVANA ENSG00000149474.15 protein_coding KAT14 1 HGNC:15904 NA overlapping_locus NA NA NA ENSG00000149474.14 NA NA NA NA NA NA
1865042 PAK1 chr11 77322017 77474635 152619 - HAVANA ENSG00000149269.10 protein_coding PAK1 1 HGNC:8590 OTTHUMG00000165138.4 NA NA NA NA NA NA NA NA NA NA NA
2087278 TMEM233 chr12 119593774 119643075 49302 + HAVANA ENSG00000224982.4 protein_coding TMEM233 2 HGNC:37219 OTTHUMG00000168944.4 NA NA NA NA NA NA NA NA NA NA NA
470044 HOXD1 chr2 176188668 176190907 2240 + HAVANA ENSG00000128645.15 protein_coding HOXD1 2 HGNC:5132 OTTHUMG00000132512.6 ncRNA_host NA NA NA NA NA NA NA NA NA NA
2785921 MC4R chr18 60371062 60372775 1714 - HAVANA ENSG00000166603.5 protein_coding MC4R 2 HGNC:6932 OTTHUMG00000132766.2 NA NA NA NA NA NA NA NA NA NA NA
3073357 HLCS chr21 36748626 36990236 241611 - HAVANA ENSG00000159267.17 protein_coding HLCS 2 HGNC:4976 OTTHUMG00000086636.4 overlapping_locus NA NA NA NA NA NA NA NA NA NA
1541613 ZNF189 chr9 101398851 101410660 11810 + HAVANA ENSG00000136870.11 protein_coding ZNF189 2 HGNC:12980 OTTHUMG00000020383.2 NA NA NA NA NA NA NA NA NA NA NA
253536 ZBED6 chr1 203795714 203854999 59286 + HAVANA ENSG00000257315.3 protein_coding ZBED6 2 HGNC:33273 OTTHUMG00000170422.3 overlapping_locus NA NA NA NA NA NA NA NA NA NA
2782328 NARS1 chr18 57600656 57622213 21558 - HAVANA ENSG00000134440.12 protein_coding NARS1 2 HGNC:7643 OTTHUMG00000180125.7 NA NA NA NA NA NA NA NA NA NA NA
2636639 DHX58 chr17 42101404 42112714 11311 - HAVANA ENSG00000108771.13 protein_coding DHX58 2 HGNC:29517 OTTHUMG00000133493.4 NA NA NA NA NA NA NA NA NA NA NA
3060585 CHODL chr21 17901263 18267373 366111 + HAVANA ENSG00000154645.14 protein_coding CHODL 2 HGNC:17807 OTTHUMG00000074519.7 NA NA NA NA NA NA NA NA NA NA NA
688231 PODXL2 chr3 127629185 127672802 43618 + HAVANA ENSG00000114631.11 protein_coding PODXL2 2 HGNC:17936 OTTHUMG00000159642.2 NA NA NA NA NA NA NA NA NA NA NA
3007106 COMMD7 chr20 32702699 32743467 40769 - HAVANA ENSG00000149600.12 protein_coding COMMD7 2 HGNC:16223 OTTHUMG00000032229.4 overlapping_locus NA NA NA NA NA NA NA NA NA NA
2703053 TMEM104 chr17 74776499 74839753 63255 + HAVANA ENSG00000109066.14 protein_coding TMEM104 1 HGNC:25984 OTTHUMG00000179025.3 NA NA NA NA NA NA NA NA NA NA NA
337086 RASGRP3 chr2 33436324 33564750 128427 + HAVANA ENSG00000152689.18 protein_coding RASGRP3 2 HGNC:14545 OTTHUMG00000152124.20 NA NA NA NA NA NA NA NA NA NA NA
2255134 PPP4R4 chr14 94146128 94279734 133607 + HAVANA ENSG00000119698.12 protein_coding PPP4R4 1 HGNC:23788 OTTHUMG00000171344.3 NA NA NA NA NA NA NA NA NA NA NA
1683078 FFAR4 chr10 93566665 93604480 37816 + HAVANA ENSG00000186188.11 protein_coding FFAR4 2 HGNC:19061 OTTHUMG00000034409.2 NA NA NA NA NA NA NA NA NA NA NA
2746664 ANKRD12 chr18 9136228 9285985 149758 + HAVANA ENSG00000101745.17 protein_coding ANKRD12 1 HGNC:29135 OTTHUMG00000131595.7 overlapping_locus NA NA NA NA NA NA NA NA NA NA
538046 ATG16L1 chr2 233210051 233295674 85624 + HAVANA ENSG00000085978.22 protein_coding ATG16L1 2 HGNC:21498 OTTHUMG00000133619.7 ncRNA_host NA NA NA NA NA NA NA NA NA NA
3128421 TIMP3 chr22 32801705 32863041 61337 + HAVANA ENSG00000100234.12 protein_coding TIMP3 2 HGNC:11822 OTTHUMG00000030784.3 NA NA NA NA NA NA NA NA NA NA NA
2724820 PVALEF chr17 81165507 81183166 17660 + HAVANA ENSG00000225180.8 protein_coding PVALEF 2 HGNC:40053 OTTHUMG00000150182.4 NA NA NA NA NA NA NA NA NA NA NA
